CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,Latitude,Longitude
12/3/14,2A,5:42:49,200 S Bethel St,Rape,Other,212,Southeastern,Washington Hill,39.28937,-76.59479
12/3/14,3JO,8:50:00,2400 Pickering Dr,Robbery - Residence,Other,423,Northeastern,Hamilton Hills,39.36967,-76.56392
12/3/14,4C,9:15:00,100 W 29Th St,Agg. Assault,Other,512,Northern,Charles Village,39.32307,-76.61952
12/3/14,4A,10:26:00,400 Manse Ct,Agg. Assault,Firearm,123,Central,Upton,39.30218,-76.6259
12/3/14,3AF,11:45:00,5800 Chinquapin Pw,Robbery - Street,Firearm,522,Northern,Glen Oaks,39.36311,-76.59669
12/3/14,3B,12:10:00,2500 Greenmount Ave,Robbery - Street,,513,Northern,Harwood,39.31825,-76.6095
12/3/14,3JF,12:21:00,600 N Bentalou St,Robbery - Residence,Firearm,722,Western,Midtown-Edmondson,39.29537,-76.65324
12/3/14,4D,12:30:00,700 Druid Pk Lake Dr,Agg. Assault,Hands,133,Central,Reservoir Hill,39.31665,-76.63162
12/3/14,4C,13:23:00,5600 Woodmont Av,Agg. Assault,Other,414,Northeastern,Woodbourne Heights,39.35893,-76.59092
12/3/14,4B,14:10:00,6100 Shipview Wy,Agg. Assault,Knife,243,Southeastern,O'Donnell Heights,39.27659,-76.54251
12/3/14,4C,15:11:00,1000 Edmondson Av,Agg. Assault,Other,713,Western,Harlem Park,39.29555,-76.63466
12/3/14,4C,15:11:00,1000 Edmondson Av,Agg. Assault,Other,713,Western,Harlem Park,39.29555,-76.63466
12/3/14,4C,15:11:00,1000 Edmondson Av,Agg. Assault,Other,713,Western,Harlem Park,39.29555,-76.63466
12/3/14,4C,15:11:00,1000 Edmondson Av,Agg. Assault,Other,713,Western,Harlem Park,39.29555,-76.63466
12/3/14,4C,15:11:00,1000 Edmondson Av,Agg. Assault,Other,713,Western,Harlem Park,39.29555,-76.63466
12/3/14,4C,15:11:00,1000 Edmondson Av,Agg. Assault,Other,713,Western,Harlem Park,39.29555,-76.63466
12/3/14,4C,15:11:00,1000 Edmondson Av,Agg. Assault,Other,713,Western,Harlem Park,39.29555,-76.63466
12/3/14,4C,15:11:00,1000 Edmondson Av,Agg. Assault,Other,713,Western,Harlem Park,39.29555,-76.63466
12/3/14,3B,16:04:00,600 North Ave,Robbery - Street,,342,Eastern,East Baltimore Midway,39.31149,-76.60888
12/3/14,3B,16:11:00,0 N Front St,Robbery - Street,,211,Southeastern,Jonestown,39.28999,-76.60534
12/3/14,9S,1613,1300 E Lanvale St,Shooting,Firearm,343,Eastern,Oliver,39.30939,-76.60081
12/3/14,3CF,17:10:00,1300 E 25Th St,Robbery - Commercial,Firearm,342,Northeastern,East Baltimore Midway,39.3168,-76.59617
12/3/14,4B,17:15:00,3600 Bowers Av,Agg. Assault,Knife,623,Northwestern,Grove Park,39.33653,-76.70595
12/3/14,3AF,17:20:00,2700 E Eager St,Robbery - Street,Firearm,323,Eastern,Madison-Eastend,39.30195,-76.5796
12/3/14,3AF,17:30:00,3300 Belair Rd,Robbery - Street,Firearm,432,Northeastern,Belair-Edison,39.32171,-76.57357
12/3/14,3AF,18:00:00,500 Cumberland St,Robbery - Street,Firearm,131,Central,Druid Heights,39.30993,-76.64082
12/3/14,2A,18:31:13,1000 Vine St,Rape,Other,712,Western,Poppleton,39.29044,-76.63468
12/2/14,4B,12:45:00,2700 Ashland Av,Agg. Assault,Knife,323,Eastern,Madison-Eastend,39.30109,-76.57868
12/2/14,3B,8:00:00,2500 Kirk Av,Robbery - Street,,411,Northeastern,Coldstream Homestead Montebello,39.32012,-76.60009
12/2/14,3AF,8:30:00,400 Castle St,Robbery - Street,Firearm,321,Eastern,CARE,39.29581,-76.58856
12/2/14,3K,8:30:00,2200 E Biddle St,Robbery - Residence,,331,Eastern,Broadway East,39.30463,-76.5868
12/2/14,3AF,8:38:00,2600 Wilkens Av,Robbery - Street,Firearm,841,Southwestern,Millhill,39.27831,-76.65812
12/2/14,3K,2:30:00,1000 Pennsylvania Av,Robbery - Residence,,121,Central,Heritage Crossing,39.29805,-76.62792
12/2/14,3GF,3:21:00,5900 Pulaski Hw,Robbery - Commercial,Firearm,433,Northeastern,Armistead Gardens,39.30246,-76.54646
12/2/14,2B,11:05:29,400 N Montford Av,Rape,,221,Southeastern,McElderry Park,39.29603,-76.58357
12/2/14,3AJF,11:11:00,800 Brooks La,Robbery - Carjacking,Firearm,133,Central,Reservoir Hill,39.31603,-76.63465
12/2/14,3B,11:40:00,2500 N Charles St,Robbery - Street,,512,Northern,Charles Village,39.31897,-76.61709
12/2/14,2B,12:44:30,1000 N Monroe St,Rape,,743,Western,Sandtown-Winchester,39.30051,-76.64758
12/2/14,4A,16:06:00,200 S Payson St,Agg. Assault,Firearm,934,Southern,Carrollton Ridge,39.28473,-76.64852
12/2/14,9S,1606,200 S Payson St,Shooting,Firearm,934,Southern,Carrollton Ridge,39.28473,-76.64852
12/2/14,3K,17:00:00,3700 Pennington Av,Robbery - Residence,,911,Southern,Curtis Bay,39.2311,-76.58903
12/2/14,4A,17:35:00,1100 W Pratt St,Agg. Assault,Firearm,931,Southern,Hollins Market,39.28574,-76.63523
12/2/14,3B,17:56:00,3300 W North Ave,Robbery - Street,,811,Southwestern,Walbrook,39.30889,-76.67268
12/2/14,3B,17:56:00,3300 W North Ave,Robbery - Street,,811,Southwestern,Walbrook,39.30889,-76.67268
12/2/14,1F,1744,2800 Ashland Av,Homicide,Firearm,323,Eastern,Madison-Eastend,39.30116,-76.5781
12/2/14,4C,18:02:00,1600 E 25Th St,Agg. Assault,Other,342,Eastern,Darley Park,39.31666,-76.59535
12/2/14,3CF,18:56:00,2000 Maryland Av,Robbery - Commercial,Firearm,514,Northern,Charles North,39.31245,-76.61803
12/2/14,2A,20:10:27,300 St Paul Pl,Rape,Other,111,Central,Downtown,39.29254,-76.6135
12/2/14,3JF,21:08:00,900 W Saratoga St,Robbery - Residence,Firearm,712,Western,Poppleton,39.29247,-76.63312
12/2/14,3AO,21:50:00,700 N Howard St,Robbery - Street,Other,142,Central,Mount Vernon,39.29753,-76.62
12/2/14,4C,22:00:00,5200 Roland Av,Agg. Assault,Other,521,Northern,Wyndhurst,39.35692,-76.63473
12/2/14,4C,22:40:00,700 W 36Th St,Agg. Assault,Other,531,Northern,Hampden,39.33126,-76.62823
12/2/14,4D,22:45:00,2500 Francis St,Agg. Assault,Hands,733,Western,Penn North,39.31296,-76.64222
12/2/14,4C,23:15:00,3500 Juneway,Agg. Assault,Other,432,Northeastern,Belair-Edison,39.31833,-76.56607
12/1/14,3AF,0:07:00,5200 Frankford Av,Robbery - Street,Firearm,444,Northeastern,Frankford,39.32589,-76.54099
12/1/14,3AF,0:10:00,2300 Hamilton Av,Robbery - Street,Firearm,423,Northeastern,Hamilton Hills,39.35662,-76.56944
12/1/14,3AF,5:00:00,4100 W Belvedere Av,Robbery - Street,Firearm,623,Northwestern,Woodmere,39.34283,-76.68356
12/1/14,3JK,5:05:00,700 Druid Pk Lake Dr,Robbery - Residence,Knife,133,Central,Reservoir Hill,39.31663,-76.63242
12/1/14,4B,1:15:00,1900 Mcculloh St,Agg. Assault,Knife,132,Central,Madison Park,39.30744,-76.63379
12/1/14,4C,1:55:00,2500 Federal St,Agg. Assault,Other,332,Eastern,Berea,39.30901,-76.58223
12/1/14,4B,2:00:00,3700 Towanda Av,Agg. Assault,Knife,612,Northwestern,Park Circle,39.33009,-76.6626
12/1/14,3CF,2:52:00,4900 Harford Rd,Robbery - Commercial,Firearm,426,Northeastern,Lauraville,39.34657,-76.56634
12/1/14,4C,3:30:00,2600 Harlem Av,Agg. Assault,Other,721,Western,Mosher,39.29563,-76.66081
12/1/14,3AF,8:15:00,2200 N Dukeland St,Robbery - Street,Firearm,731,Western,Panway/Braddish Avenue,39.3129,-76.66428
12/1/14,4C,9:00:00,100 North Bend Rd,Agg. Assault,Other,823,Southwestern,Westgate,39.28218,-76.70562
12/1/14,1F,1044,3900 Penhurst Av,Homicide,Firearm,643,Northwestern,Dolfield,39.33866,-76.68143
12/1/14,4C,13:25:00,0 W 22Nd St,Agg. Assault,Other,514,Northern,Old Goucher,39.31426,-76.61685
12/1/14,3B,13:31:00,2400 N Charles St,Robbery - Street,,514,Northern,Old Goucher,39.31645,-76.61687
12/1/14,3AK,14:31:00,1800 N Montford Av,Robbery - Street,Knife,331,Eastern,Broadway East,39.31148,-76.58453
12/1/14,4C,15:15:00,1200 Meridene Dr,Agg. Assault,Other,414,Northeastern,Idlewood,39.36856,-76.59073
12/1/14,3AF,16:00:00,2100 E North Av,Robbery - Street,Firearm,331,Eastern,South Clifton Park,39.31245,-76.5886
12/1/14,3B,16:00:00,1600 Edison Hw,Robbery - Street,,332,Eastern,Berea,39.3098,-76.57309
12/1/14,3AF,16:06:00,500 E 43Rd St,Robbery - Street,Firearm,524,Northern,Wilson Park,39.34107,-76.60933
12/1/14,3AO,16:20:00,200 S Ann St,Robbery - Street,Other,212,Southeastern,Upper Fells Point,39.28908,-76.59158
12/1/14,4A,16:26:00,800 E 33Rd St,Agg. Assault,Firearm,513,Northern,Better Waverly,39.32829,-76.60496
12/1/14,9S,1627,800 E 33Rd St,Shooting,Firearm,543,Northern,Waverly,39.32852,-76.60482
12/1/14,3B,17:00:00,1300 Eutaw Pl,Robbery - Street,,132,Central,Madison Park,39.30388,-76.62633
12/1/14,3AK,17:00:00,200 N Calvert St,Robbery - Street,Knife,111,Central,Downtown,39.29125,-76.61248
12/1/14,4C,17:20:00,900 S Caroline St,Agg. Assault,Other,213,Southeastern,Fells Point,39.28115,-76.59644
12/1/14,4A,17:35:00,1600 Argonne Dr,Agg. Assault,Firearm,412,Northeastern,Hillen,39.34021,-76.59093
12/1/14,4A,18:13:00,2800 Virginia Av,Agg. Assault,Firearm,532,Northern,Cylburn,39.34509,-76.66303
12/1/14,4D,18:24:00,0 N Curley St,Agg. Assault,Hands,222,Southeastern,Patterson Park Neighborhood,39.29272,-76.57547
12/1/14,1F,1802,1500 Argyle Av,Homicide,Firearm,123,Central,Upton,39.30129,-76.63371
12/1/14,9S,1813,2700 Virginia Av,Shooting,Firearm,532,Northern,Cylburn,39.3451,-76.66226
12/1/14,3JK,19:00:00,3800 Ellerslie Av,Robbery - Residence,Knife,412,Northern,Ednor Gardens-Lakeside,39.33575,-76.60572
12/1/14,3AF,19:00:00,0 S Calvert St,Robbery - Street,Firearm,111,Central,Downtown,39.28953,-76.61232
12/1/14,2A,19:26:41,1800 Orleans St,Rape,Other,321,Eastern,Dunbar-Broadway,39.29529,-76.59129
12/1/14,4C,20:00:00,1800 E North Av,Agg. Assault,Other,342,Eastern,South Clifton Park,39.31225,-76.59274
12/1/14,4A,20:10:00,7100 Harford Rd,Agg. Assault,Firearm,424,Northeastern,North Harford Road,39.36763,-76.54823
12/1/14,3JF,20:50:00,700 Dr Benjamin Quarles Pl,Robbery - Residence,Firearm,122,Central,Poppleton,39.29192,-76.62978
12/1/14,3JF,20:50:00,700 Dr Benjamin Quarles Pl,Robbery - Residence,Firearm,122,Central,Poppleton,39.29192,-76.62978
12/1/14,9S,2010,7100 Harford Rd,Shooting,Firearm,424,Northeastern,North Harford Road,39.36763,-76.54823
12/1/14,3AF,21:15:00,1100 Bolton St,Robbery - Street,Firearm,132,Central,Madison Park,39.30343,-76.62265
12/1/14,4C,21:30:00,600 Deepdene Rd,Agg. Assault,Other,521,Northern,Wyndhurst,39.3566,-76.63125
12/1/14,3AF,21:40:00,2300 Mcculloh St,Robbery - Street,Firearm,733,Western,Penn North,39.31071,-76.63737
12/1/14,3AJF,21:56:00,3100 Rueckert Av,Robbery - Carjacking,Firearm,426,Northeastern,Waltherson,39.34705,-76.56341
12/1/14,3AF,22:21:00,3300 Old York Rd,Robbery - Street,Firearm,543,Northern,Waverly,39.32854,-76.60847
12/1/14,4C,22:40:00,3400 E Baltimore St,Agg. Assault,Other,223,Southeastern,Baltimore Highlands,39.29253,-76.56897
12/1/14,4A,22:55:00,1600 Olmstead St,Agg. Assault,Firearm,911,Southern,Curtis Bay,39.22761,-76.58863
12/1/14,9S,2255,1600 Olmstead St,Shooting,Firearm,911,Southern,Curtis Bay,39.22761,-76.58863
12/1/14,4B,23:00:00,2300 Harford Rd,Agg. Assault,Knife,342,Eastern,East Baltimore Midway,39.31587,-76.59627
12/1/14,4B,23:00:00,300 E Madison St,Agg. Assault,Knife,312,Eastern,Penn-Fallsway,39.29883,-76.61042
12/1/14,4D,23:27:00,1900 E 31St St,Agg. Assault,Hands,411,Northeastern,Coldstream Homestead Montebello,39.32637,-76.58892
12/1/14,9S,2305,2300 Harford Rd,Shooting,Firearm,342,Eastern,East Baltimore Midway,39.31587,-76.59627
11/30/14,4C,1:21:00,200 S Haven St,Agg. Assault,Other,231,Southeastern,Highlandtown,39.29019,-76.56267
11/30/14,4C,2:40:00,2700 Garrison Ave,Agg. Assault,Other,532,Northern,Cylburn,39.34985,-76.66405
11/30/14,4A,2:45:00,3500 Edmondson Ave,Agg. Assault,Firearm,843,Southwestern,Allendale,39.29389,-76.67648
11/30/14,3B,3:20:00,2100 W Baltimore St,Robbery - Street,,714,Western,Penrose/Fayette Street Outreach,39.28804,-76.65028
11/30/14,1K,534,6500 Cross Country Blvd,Homicide,Knife,632,Northwestern,Cross Country,39.36502,-76.6937
11/30/14,4A,6:55:00,1500 N Hilton St,Agg. Assault,Firearm,813,Southwestern,Rosemont,39.30559,-76.67208
11/30/14,4B,10:42:00,300 N Gay St,Agg. Assault,Knife,312,Eastern,Penn-Fallsway,39.2932,-76.60817
11/30/14,4C,10:42:00,300 N Gay St,Agg. Assault,Other,312,Eastern,Penn-Fallsway,39.2932,-76.60817
11/30/14,3AF,15:00:00,1400 E Baltimore St,Robbery - Street,Firearm,212,Southeastern,Washington Hill,39.29142,-76.59818
11/30/14,3CF,15:05:00,5100 Liberty Hgts Av,Robbery - Commercial,Firearm,622,Northwestern,Howard Park,39.33302,-76.70073
11/30/14,3B,16:04:00,3400 Brehms La,Robbery - Street,,432,Northeastern,Belair-Edison,39.32051,-76.57014
11/30/14,4C,16:15:00,4300 Berger Av,Agg. Assault,Other,444,Northeastern,Frankford,39.33937,-76.54665
11/30/14,4B,17:00:00,1000 New Hope Cr,Agg. Assault,Knife,211,Southeastern,Pleasant View Gardens,39.29337,-76.60319
11/30/14,4B,17:00:00,1000 New Hope Cr,Agg. Assault,Knife,211,Southeastern,Pleasant View Gardens,39.29337,-76.60319
11/30/14,4C,17:34:00,300 S Franklintown Rd,Agg. Assault,Other,842,Southwestern,Shipley Hill,39.28332,-76.65751
11/30/14,3AF,17:45:00,1100 N Eutaw St,Robbery - Street,Firearm,132,Central,Madison Park,39.30226,-76.62434
11/30/14,3CF,18:25:00,6100 Harford Rd,Robbery - Commercial,Firearm,424,Northeastern,Westfield,39.35852,-76.55604
11/30/14,3AK,19:00:00,2600 E Fayette St,Robbery - Street,Knife,221,Southeastern,McElderry Park,39.29453,-76.58018
11/30/14,4B,19:23:00,2800 Oakley Av,Agg. Assault,Knife,532,Northern,Cylburn,39.34883,-76.66618
11/30/14,4C,19:40:00,2500 Harman Av,Agg. Assault,Other,921,Southern,Mount Winans,39.26035,-76.64292
11/30/14,3B,20:00:00,3200 W North Ave,Robbery - Street,,811,Southwestern,Walbrook,39.30895,-76.67131
11/30/14,3AF,21:02:00,2700 W Patapsco Av,Robbery - Street,Firearm,923,Southern,Lakeland,39.2545,-76.65591
11/30/14,3AK,22:19:00,500 W Ostend St,Robbery - Street,Knife,941,Southern,Stadium Area,39.27643,-76.62419
11/30/14,4A,23:00:00,800 N Calhoun St,Agg. Assault,Firearm,713,Western,Harlem Park,39.29786,-76.6401
11/30/14,3AF,23:00:00,3400 Spelman Rd,Robbery - Street,Firearm,922,Southern,Cherry Hill,39.24332,-76.62601
11/29/14,3B,22:25:00,2700 Polk St,Robbery - Street,,411,Northeastern,Coldstream Homestead Montebello,39.32156,-76.59364
11/29/14,3B,22:30:00,0 W 26Th St,Robbery - Street,,512,Northern,Charles Village,39.31935,-76.61787
11/29/14,4B,0:00:00,2200 Hollins Ferry Rd,Agg. Assault,Knife,921,Southwestern,Saint Paul,39.26526,-76.64458
11/29/14,4B,0:00:00,2200 Hollins Ferry Rd,Agg. Assault,Knife,921,Southwestern,Saint Paul,39.26526,-76.64458
11/29/14,4B,0:00:00,2200 Hollins Ferry Rd,Agg. Assault,Knife,921,Southwestern,Saint Paul,39.26526,-76.64458
11/29/14,4B,0:00:00,2200 Hollins Ferry Rd,Agg. Assault,Knife,921,Southwestern,Saint Paul,39.26526,-76.64458
11/29/14,4B,0:00:00,2200 Hollins Ferry Rd,Agg. Assault,Knife,921,Southwestern,Saint Paul,39.26526,-76.64458
11/29/14,3AO,1:20:00,800 Guilford Av,Robbery - Street,Other,142,Central,Mount Vernon,39.29892,-76.61163
11/29/14,4A,1:30:00,100 N Pulaski St,Agg. Assault,Firearm,714,Western,Penrose/Fayette Street Outreach,39.28972,-76.6502
11/29/14,9S,132,100 N Pulaski St,Shooting,Firearm,714,Western,Penrose/Fayette Street Outreach,39.28972,-76.6502
11/29/14,3AJF,2:45:00,3400 Gwynns Falls Pw,Robbery - Carjacking,Firearm,641,Northwestern,Hanlon-Longwood,39.31434,-76.67469
11/29/14,4B,3:22:00,1800 Orleans St,Agg. Assault,Knife,321,Eastern,Dunbar-Broadway,39.29529,-76.59129
11/29/14,2A,4:33:46,1800 N Milton Av,Rape,Other,332,Eastern,Berea,39.31173,-76.583
11/29/14,3CF,7:42:00,2500 Edgecombe Cr      #Leasing,Robbery - Commercial,Firearm,532,Northern,Parklane,39.34199,-76.65867
11/29/14,4C,15:45:00,1000 E Preston St,Agg. Assault,Other,343,Eastern,Oliver,39.30498,-76.60346
11/29/14,3AK,17:30:00,400 N Curley St,Robbery - Street,Knife,224,Southeastern,Ellwood Park/Monument,39.29625,-76.57578
11/29/14,3B,17:45:00,1200 Kitmore Rd,Robbery - Street,,413,Northeastern,New Northwood,39.35021,-76.59795
11/29/14,3AF,18:00:00,900 Park Ave,Robbery - Street,Firearm,141,Central,Mid-Town Belvedere,39.30216,-76.61871
11/29/14,4C,18:30:00,300 W Lafayette Ave,Agg. Assault,Other,132,Central,Bolton Hill,39.30539,-76.62608
11/29/14,3CF,18:30:00,2700 Sisson St,Robbery - Commercial,Firearm,511,Northern,Remington,39.31887,-76.62474
11/29/14,3D,18:40:00,1500 W North Av,Robbery - Commercial,,733,Western,Penn North,39.31013,-76.64169
11/29/14,4B,19:26:00,600 S Robinson St,Agg. Assault,Knife,232,Southeastern,Canton,39.28507,-76.5722
11/29/14,3AJF,19:28:00,2500 Oswego Av,Robbery - Carjacking,Firearm,533,Northern,Greenspring,39.33718,-76.65888
11/29/14,3CF,19:55:00,4200 Frankford Av,Robbery - Commercial,Firearm,444,Northeastern,Frankford,39.33757,-76.55127
11/29/14,3AJF,20:15:00,4000 Greenspring Av,Robbery - Carjacking,Firearm,533,Northern,Greenspring,39.33681,-76.65641
11/29/14,3CF,21:30:00,2700 W Fairmount Av,Robbery - Commercial,Firearm,842,Southwestern,Shipley Hill,39.28829,-76.65954
11/29/14,3AF,23:40:00,1400 Eutaw Pl,Robbery - Street,Firearm,132,Central,Bolton Hill,39.30497,-76.6271
11/28/14,2A,1:31:16,1700 N Regester St,Rape,Other,331,Eastern,Broadway East,39.31005,-76.59406
11/28/14,3K,6:00:00,200 N Rose St,Robbery - Residence,,221,Southeastern,McElderry Park,39.29542,-76.58141
11/28/14,4B,6:51:00,2100 Maryland Av,Agg. Assault,Knife,514,Northern,Charles North,39.31337,-76.61802
11/28/14,3CF,7:42:00,6000 Harford Rd,Robbery - Commercial,Firearm,424,Northeastern,Westfield,39.35673,-76.55765
11/28/14,3JK,0:00:00,3700 Pennington Av,Robbery - Residence,Knife,911,Southern,Curtis Bay,39.2311,-76.58903
11/28/14,4D,1:00:00,0 S Highland Av,Agg. Assault,Hands,222,Southeastern,Patterson Park Neighborhood,39.29213,-76.56942
11/28/14,4D,1:00:00,0 S Highland Av,Agg. Assault,Hands,222,Southeastern,Patterson Park Neighborhood,39.29213,-76.56942
11/28/14,3P,11:08:00,300 Saint Paul Pl,Robbery - Street,,111,Central,Downtown,39.29375,-76.6136
11/28/14,4C,12:07:00,1500 E 29Th St,Agg. Assault,Other,411,Northeastern,Coldstream Homestead Montebello,39.32464,-76.59482
11/28/14,3B,12:55:00,1600 E 29Th St,Robbery - Street,,411,Northeastern,Coldstream Homestead Montebello,39.32464,-76.59273
11/28/14,4C,15:45:00,3500 Woodbrook Av,Agg. Assault,Other,732,Western,Parkview/Woodbrook,39.31854,-76.65115
11/28/14,3B,15:55:00,400 S Grundy St,Robbery - Street,,231,Southeastern,Highlandtown,39.28762,-76.56344
11/28/14,4C,18:40:00,200 S Eaton St,Agg. Assault,Other,231,Southeastern,Highlandtown,39.28939,-76.56543
11/28/14,3AF,19:00:00,4400 N Rogers Av,Robbery - Street,Firearm,623,Northwestern,Grove Park,39.34319,-76.69437
11/28/14,3AF,19:35:00,300 W Preston St,Robbery - Street,Firearm,132,Central,Madison Park,39.30325,-76.62079
11/28/14,4D,19:37:00,400 E 31St St,Agg. Assault,Hands,513,Northern,Abell,39.32603,-76.61009
11/28/14,3AF,19:38:00,4400 Daytona Av,Robbery - Street,Firearm,613,Northwestern,Towanda-Grantley,39.33816,-76.67141
11/28/14,3AF,19:40:00,3600 Springdale Av,Robbery - Street,Firearm,642,Northwestern,Forest Park,39.32395,-76.67812
11/28/14,4D,19:40:00,3000 Fleetwood Av,Agg. Assault,Hands,424,Northeastern,Westfield,39.36241,-76.55229
11/28/14,4A,19:45:00,4000 Alto Rd,Agg. Assault,Firearm,641,Northwestern,Windsor Hills,39.31691,-76.6829
11/28/14,4B,20:32:00,800 Appleton St,Agg. Assault,Knife,722,Western,Midtown-Edmondson,39.29796,-76.64838
11/28/14,4B,20:32:00,800 Appleton St,Agg. Assault,Knife,722,Western,Midtown-Edmondson,39.29796,-76.64838
11/28/14,3AF,22:30:00,2500 Gwynns Falls Pw,Robbery - Street,Firearm,731,Western,Mondawmin,39.31605,-76.65658
11/27/14,4B,19:59:00,1600 Bruce Ct,Agg. Assault,Knife,742,Western,Sandtown-Winchester,39.30687,-76.64548
11/27/14,3B,20:10:00,1300 S Hanover,Robbery - Street,,942,Southern,South Baltimore,39.27453,-76.61542
11/27/14,4D,22:00:00,4000 Liberty Hgts Av,Agg. Assault,Hands,621,Northwestern,Dorchester,39.3283,-76.68554
11/27/14,4D,22:19:00,1600 Gough St,Agg. Assault,Hands,213,Southeastern,Fells Point,39.2876,-76.59457
11/27/14,3P,23:45:00,2500 Eutaw Pl,Robbery - Street,,133,Central,Reservoir Hill,39.31497,-76.63843
11/27/14,3AK,23:56:00,3000 Belair Rd,Robbery - Street,Knife,431,Northeastern,Clifton Park,39.31979,-76.57583
11/27/14,3AF,17:50:00,3300 W North Av,Robbery - Street,Firearm,811,Southwestern,Walbrook,39.30889,-76.67273
11/27/14,3CF,19:18:00,5500 Reisterstown Rd,Robbery - Commercial,Firearm,623,Northwestern,Woodmere,39.34765,-76.69026
11/27/14,3AF,0:15:00,1700 N Bentalou St,Robbery - Street,Firearm,723,Western,Coppin Heights/Ash-Co-East,39.30778,-76.65403
11/27/14,3JF,0:16:00,2700 Fisk Rd,Robbery - Residence,Firearm,922,Southern,Cherry Hill,39.24982,-76.63115
11/27/14,3JF,0:16:00,2700 Fisk Rd,Robbery - Residence,Firearm,922,Southern,Cherry Hill,39.24982,-76.63115
11/27/14,3JF,0:16:00,2700 Fisk Rd,Robbery - Residence,Firearm,922,Southern,Cherry Hill,39.24982,-76.63115
11/27/14,3AF,5:40:00,1000 E Eager St,Robbery - Street,Firearm,311,Eastern,Johnston Square,39.30153,-76.60344
11/27/14,3CK,9:00:00,2600 Boston St,Robbery - Commercial,Knife,232,Southeastern,Canton,39.28029,-76.57972
11/27/14,4C,9:05:00,4400 Park Heights Av,Agg. Assault,Other,614,Northwestern,Central Park Heights,39.33972,-76.66656
11/27/14,3AF,10:47:00,,Robbery - Street,Firearm,611,Northwestern,Liberty Square,39.31855,-76.65277
11/27/14,4D,11:52:00,1000 N Monroe St,Agg. Assault,Hands,743,Western,Sandtown-Winchester,39.30051,-76.64758
11/27/14,4D,11:52:00,1000 N Monroe St,Agg. Assault,Hands,743,Western,Sandtown-Winchester,39.30051,-76.64758
11/27/14,3AJF,12:23:00,2500 Eutaw Pl,Robbery - Carjacking,Firearm,133,Central,Reservoir Hill,39.31497,-76.63843
11/27/14,4C,12:30:00,500 E 23Rd St,Agg. Assault,Other,342,Eastern,East Baltimore Midway,39.31541,-76.60926
11/27/14,3AF,13:50:00,1100 E Pratt St,Robbery - Street,Firearm,211,Southeastern,Jonestown,39.28833,-76.60056
11/27/14,3AF,14:00:00,2900 Walbrook Av,Robbery - Street,Firearm,811,Southwestern,Walbrook,39.31025,-76.66604
11/27/14,4B,14:15:00,300 N Conkling St,Agg. Assault,Knife,223,Southeastern,Baltimore Highlands,39.29624,-76.56782
11/27/14,9S,1624,2900 Walbrook Av,Shooting,Firearm,811,Southwestern,Walbrook,39.31025,-76.66604
11/26/14,3AF,6:30:00,2000 Wilkens Ave,Robbery - Street,Firearm,934,Southern,Carrollton Ridge,39.28167,-76.64803
11/26/14,4D,6:31:00,2500 E Fayette St,Agg. Assault,Hands,221,Southeastern,McElderry Park,39.29447,-76.58127
11/26/14,4B,0:00:00,3000 S Hanover St,Agg. Assault,Knife,922,Southern,Middle Branch/Reedbird Parks,39.25137,-76.61498
11/26/14,4A,0:56:00,1400 N Calhoun St,Agg. Assault,Firearm,742,Western,Sandtown-Winchester,39.30553,-76.64058
11/26/14,9S,56,1300 Presstman St,Shooting,Firearm,742,Western,Sandtown-Winchester,39.30554,-76.63915
11/26/14,3AF,1:57:00,100 N Carey St,Robbery - Street,Firearm,711,Western,Franklin Square,39.28993,-76.63826
11/26/14,9S,157,100 N Carey St,Shooting,Firearm,711,Western,Franklin Square,39.28993,-76.63826
11/26/14,3CF,12:00:00,6300 Belair Rd,Robbery - Commercial,Firearm,445,Northeastern,Cedmont,39.35174,-76.53408
11/26/14,3AF,14:28:00,500 W 27Th St,Robbery - Street,Firearm,511,Northern,Remington,39.3188,-76.62401
11/26/14,4C,14:30:00,2800 Virginia Av,Agg. Assault,Other,532,Northern,Parklane,39.34504,-76.66282
11/26/14,4C,14:45:00,2100 Cliftwood Av,Agg. Assault,Other,331,Eastern,South Clifton Park,39.31367,-76.58849
11/26/14,4D,15:30:00,4500 Mannasota,Agg. Assault,Hands,443,Northeastern,Frankford,39.32849,-76.55921
11/26/14,4A,16:34:00,900 Claymont Av,Agg. Assault,Firearm,721,Western,Mosher,39.29825,-76.66077
11/26/14,9S,1634,900 Claymont Av,Shooting,Firearm,721,Western,Mosher,39.29825,-76.66077
11/26/14,3AF,17:45:00,0 N Greene St,Robbery - Street,Firearm,121,Central,University Of Maryland,39.28936,-76.62371
11/26/14,4A,19:30:00,3300 E Pratt St,Agg. Assault,Firearm,231,Southeastern,Highlandtown,39.29013,-76.57009
11/26/14,4C,20:00:00,4900 Crenshaw Av,Agg. Assault,Other,443,Northeastern,Frankford,39.3276,-76.54611
11/26/14,3AJF,20:05:00,3000 Louise Av,Robbery - Carjacking,Firearm,424,Northeastern,Westfield,39.35951,-76.55417
11/26/14,4A,20:19:00,1500 Carswell St,Agg. Assault,Firearm,411,Northeastern,Coldstream Homestead Montebello,39.32308,-76.59624
11/26/14,3AF,20:19:00,1500 Carswell St,Robbery - Street,Firearm,411,Northeastern,Coldstream Homestead Montebello,39.32308,-76.59624
