CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Latitude,Longitude
2/22/16,23:00:00,4E,500 DOLPHIN ST,COMMON ASSAULT,HANDS,123,CENTRAL,Upton,39.30005,-76.62888
2/22/16,23:00:00,7A,2600 OSWEGO AVE,AUTO THEFT,,614,NORTHWESTERN,Central Park Heights,39.33592,-76.66291
2/21/16,11:57:00,3B,1300 E 33RD ST,ROBBERY - STREET,,412,NORTHEASTERN,Ednor Gardens-Lakeside,39.3285,-76.5975
2/21/16,12:00:00,4B,5100 GOODNOW RD,AGG. ASSAULT,KNIFE,443,NORTHEASTERN,Frankford,39.32597,-76.54385
2/21/16,12:05:00,4E,2300 N CHARLES ST,COMMON ASSAULT,HANDS,514,NORTHERN,Old Goucher,39.31543,-76.6168
2/21/16,12:30:00,4C,3100 HARFORD RD,AGG. ASSAULT,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32634,-76.58518
2/21/16,12:30:00,5A,2300 SEAMON AVE,BURGLARY,,922,SOUTHERN,Cherry Hill,39.25329,-76.6245
2/21/16,12:30:00,7A,0 N CONKLING ST,AUTO THEFT,,223,SOUTHEASTERN,Baltimore Highlands,39.2926,-76.56759
2/21/16,12:39:00,3AF,1300 W SARATOGA ST,ROBBERY - STREET,FIREARM,711,WESTERN,Franklin Square,39.29227,-76.6389
2/21/16,13:00:00,6E,6200 LOCH RAVEN BLVD,LARCENY,,415,NORTHEASTERN,Loch Raven,39.36905,-76.58371
2/21/16,13:14:00,6E,4100 FREDERICK AVE,LARCENY,,843,SOUTHWESTERN,Irvington,39.28174,-76.68405
2/21/16,13:45:00,6C,700 WASHINGTON BLVD,LARCENY,,932,SOUTHERN,Washington Village/Pigtown,39.28323,-76.62677
2/21/16,1327,1F,2300 DENISON ST,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,39.31318,-76.6744
2/21/16,14:23:00,4E,2000 ORLEANS ST,COMMON ASSAULT,HANDS,212,EASTERN,CARE,39.29531,-76.58925
2/21/16,14:30:00,3BJ,2100 BAKER ST,ROBBERY - CARJACKING,,741,WESTERN,Easterwood,39.30643,-76.65195
2/21/16,14:50:00,6C,2000 HARFORD RD,LARCENY,,342,EASTERN,East Baltimore Midway,39.31351,-76.59872
2/21/16,15:00:00,7A,2000 SINCLAIR LN,AUTO THEFT,,331,NORTHEASTERN,South Clifton Park,39.31426,-76.58965
2/21/16,15:00:00,5A,2600 LLEWELYN AVE,BURGLARY,,332,EASTERN,Berea,39.30747,-76.58069
2/21/16,15:00:00,7A,3800 GRANADA AVE,AUTO THEFT,,621,NORTHWESTERN,Dorchester,39.33246,-76.68706
2/21/16,15:04:00,7A,300 FURROW ST,AUTO THEFT,,841,SOUTHWESTERN,Carrollton Ridge,39.2839,-76.65196
2/21/16,15:05:00,4B,5800 KEY AVE,AGG. ASSAULT,KNIFE,533,NORTHWESTERN,Mount Washington,39.35921,-76.67977
2/21/16,15:30:00,5D,500 W PRESTON ST,BURGLARY,,121,CENTRAL,Heritage Crossing,39.29926,-76.626
2/21/16,3:00:00,4F,2900 WYNHAM RD,ASSAULT BY THREAT,,641,NORTHWESTERN,West Forest Park,39.31884,-76.69317
2/21/16,3:05:00,4E,4200 THAYER CT,COMMON ASSAULT,HANDS,913,SOUTHERN,Brooklyn,39.22785,-76.59952
2/21/16,3:16:00,4F,1100 E COLD SPRING LN,ASSAULT BY THREAT,,413,NORTHEASTERN,New Northwood,39.3451,-76.59905
2/21/16,3:16:00,4E,2500 FOSTER AVE,COMMON ASSAULT,HANDS,232,SOUTHEASTERN,Canton,39.28408,-76.58046
2/21/16,3:30:00,3AO,700 DOLPHIN ST,ROBBERY - STREET,OTHER,123,CENTRAL,Upton,39.29761,-76.63213
2/21/16,4:08:00,4C,400 S NEWKIRK ST,AGG. ASSAULT,OTHER,242,SOUTHEASTERN,Greektown,39.28735,-76.55663
2/21/16,5:00:00,4E,300 N EUTAW ST,COMMON ASSAULT,HANDS,111,CENTRAL,Downtown,39.29298,-76.62119
2/21/16,5:34:00,7A,600 N STREEPER ST,AUTO THEFT,,221,SOUTHEASTERN,McElderry Park,39.29811,-76.57733
2/21/16,6:33:00,4E,400 S BENTALOU ST,COMMON ASSAULT,HANDS,841,SOUTHWESTERN,Millhill,39.28303,-76.65262
2/21/16,7:00:00,4E,1900 WADSWORTH WAY,COMMON ASSAULT,HANDS,415,NORTHEASTERN,Loch Raven,39.35967,-76.57887
2/21/16,7:30:00,6D,400 FONTHILL AVE,LARCENY FROM AUTO,,832,SOUTHWESTERN,Gwynns Falls,39.27871,-76.66349
2/21/16,7:30:00,7A,600 N STREEPER ST,AUTO THEFT,,221,SOUTHEASTERN,McElderry Park,39.29811,-76.57733
2/21/16,8:00:00,5A,2300 SEAMON AVE,BURGLARY,,922,SOUTHERN,Cherry Hill,39.25329,-76.6245
2/21/16,8:20:00,6C,100 N WOLFE ST,LARCENY,,212,SOUTHEASTERN,Washington Hill,39.29323,-76.59053
2/21/16,9:00:00,5A,100 N HIGHLAND AVE,BURGLARY,,223,SOUTHEASTERN,Baltimore Highlands,39.29381,-76.56947
2/21/16,9:00:00,4E,2900 WINCHESTER ST,COMMON ASSAULT,HANDS,814,SOUTHWESTERN,Winchester,39.30132,-76.66675
2/21/16,9:04:00,4D,1300 N CAREY ST,AGG. ASSAULT,HANDS,743,WESTERN,Sandtown-Winchester,39.30342,-76.639
2/21/16,9:10:00,6D,400 NOTTINGHAM RD,LARCENY FROM AUTO,,823,SOUTHWESTERN,Ten Hills,39.28751,-76.69755
2/21/16,9:30:00,6L,200 E CENTRE ST,LARCENY,,142,CENTRAL,Mount Vernon,39.29651,-76.61206
2/21/16,10:00:00,7A,1600 N MOUNT ST,AUTO THEFT,,742,WESTERN,Sandtown-Winchester,39.3069,-76.64486
2/21/16,10:00:00,6D,700 N FREMONT AVE,LARCENY FROM AUTO,,713,WESTERN,Harlem Park,39.29744,-76.63359
2/21/16,10:00:00,6E,1300 N BRADFORD ST,LARCENY,,331,EASTERN,Broadway East,39.30611,-76.58491
2/21/16,10:00:00,7A,1000 CATHEDRAL ST,AUTO THEFT,,141,CENTRAL,Mid-Town Belvedere,39.30136,-76.61769
2/21/16,11:00:00,5C,2700 THE ALAMEDA,BURGLARY,,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32248,-76.59245
2/21/16,11:15:00,6D,1200 HARFORD AVE,LARCENY FROM AUTO,,343,EASTERN,Oliver,39.30414,-76.60206
2/21/16,15:30:00,5A,2900 GIBBONS AVE,BURGLARY,,423,NORTHEASTERN,Hamilton Hills,39.3519,-76.56315
2/21/16,15:55:00,4E,300 N GILMOR ST,COMMON ASSAULT,HANDS,711,WESTERN,Franklin Square,39.29229,-76.64256
2/21/16,16:41:00,4A,1100 N LAKEWOOD AVE,AGG. ASSAULT,FIREARM,323,EASTERN,Biddle Street,39.30418,-76.57976
2/21/16,16:45:00,6G,1700 N CHARLES ST,LARCENY,,141,CENTRAL,Charles North,39.30897,-76.61638
2/21/16,17:07:00,4E,3300 WHITE AVE,COMMON ASSAULT,HANDS,425,NORTHEASTERN,Glenham-Belhar,39.35181,-76.55379
2/21/16,17:07:00,4E,3300 WHITE AVE,COMMON ASSAULT,HANDS,425,NORTHEASTERN,Glenham-Belhar,39.35181,-76.55379
2/21/16,17:15:00,5A,800 BRIDGEVIEW RD,BURGLARY,,922,SOUTHERN,Cherry Hill,39.24792,-76.62461
2/21/16,18:00:00,5D,3900 SOUTHERN AVE,BURGLARY,,426,NORTHEASTERN,Waltherson,39.33652,-76.55983
2/21/16,18:03:00,6C,3400 BELAIR RD,LARCENY,,432,NORTHEASTERN,Belair-Edison,39.32281,-76.57201
2/21/16,18:20:00,6J,300 LIGHT ST,LARCENY,,112,CENTRAL,Inner Harbor,39.285,-76.61309
2/21/16,18:30:00,6C,2400 FREDERICK AVE,LARCENY,,841,SOUTHWESTERN,Millhill,39.28343,-76.65581
2/21/16,19:00:00,6D,6500 EASTERN AVE,LARCENY FROM AUTO,,242,SOUTHEASTERN,Pulaski Industrial Area,39.28778,-76.53537
2/21/16,19:00:00,6D,3100 KENTUCKY AVE,LARCENY FROM AUTO,,432,NORTHEASTERN,Belair-Edison,39.32313,-76.56979
2/21/16,19:30:00,6G,1100 E COLD SPRING LN,LARCENY,,413,NORTHEASTERN,New Northwood,39.3451,-76.59905
2/21/16,0:00:00,6D,1200 N MILTON AVE,LARCENY FROM AUTO,,331,EASTERN,Broadway East,39.30508,-76.58272
2/21/16,0:30:00,6G,1500 RUSSELL ST,LARCENY,,941,SOUTHERN,Carroll - Camden Industrial Area,39.27408,-76.62769
2/21/16,0:54:00,4E,PRESTON ST & N KENWOOD AV,COMMON ASSAULT,HANDS,332,EASTERN,Berea,39.30597,-76.57851
2/21/16,1:00:00,5B,500 RAPPOLLA ST,BURGLARY,,242,SOUTHEASTERN,Greektown,39.28668,-76.55291
2/21/16,1:10:00,4B,2400 FRANCIS ST,AGG. ASSAULT,KNIFE,733,WESTERN,Penn North,39.31203,-76.6411
2/21/16,1:15:00,4E,200 W READ ST,COMMON ASSAULT,HANDS,142,CENTRAL,Mount Vernon,39.30034,-76.61879
2/21/16,1:15:00,4E,200 W READ ST,COMMON ASSAULT,HANDS,142,CENTRAL,Mount Vernon,39.30034,-76.61879
2/21/16,1:30:00,4E,100 MARKET PL,COMMON ASSAULT,HANDS,112,CENTRAL,Inner Harbor,39.28752,-76.60694
2/21/16,1:30:00,4E,100 MARKET PL,COMMON ASSAULT,HANDS,112,CENTRAL,Inner Harbor,39.28752,-76.60694
2/21/16,2:00:00,4E,600 GEORGE ST,COMMON ASSAULT,HANDS,121,CENTRAL,Heritage Crossing,39.29659,-76.62822
2/21/16,2:00:00,3AK,3500 NOBLE ST,ROBBERY - STREET,KNIFE,223,SOUTHEASTERN,Baltimore Highlands,39.29312,-76.56823
2/21/16,2:30:00,4E,1100 NANTICOKE ST,COMMON ASSAULT,HANDS,932,SOUTHERN,Washington Village/Pigtown,39.2805,-76.63133
2/21/16,2:30:00,4E,6600 PINE AVE,COMMON ASSAULT,HANDS,243,SOUTHEASTERN,Saint Helena,39.26389,-76.53063
2/21/16,204,1K,700 W LAFAYETTE AV,HOMICIDE,KNIFE,123,CENTRAL,Upton,39.29963,-76.63371
2/21/16,19:30:00,6D,4400 COOK AVE,LARCENY FROM AUTO,,443,NORTHEASTERN,Frankford,39.33529,-76.55038
2/21/16,20:00:00,7A,2200 LINDEN AVE,AUTO THEFT,,133,CENTRAL,Reservoir Hill,39.31286,-76.63467
2/21/16,20:30:00,3AO,1600 EDISON HWY,ROBBERY - STREET,OTHER,332,EASTERN,Berea,39.3098,-76.57309
2/21/16,2013,1F,1700 N HILTON ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Rosemont,39.307,-76.67223
2/21/16,21:00:00,6E,2200 DRUID HILL AVE,LARCENY,,131,CENTRAL,Druid Heights,39.30921,-76.63754
2/21/16,21:00:00,6E,3300 BURLEITH AVE,LARCENY,,611,NORTHWESTERN,Burleith-Leighton,39.31929,-76.66
2/21/16,21:10:00,4E,5600 REMMELL AVE,COMMON ASSAULT,HANDS,425,NORTHEASTERN,Glenham-Belhar,39.34523,-76.54962
2/21/16,21:19:00,6D,900 GREENMOUNT AVE,LARCENY FROM AUTO,,312,EASTERN,Penn-Fallsway,39.30019,-76.6069
2/21/16,21:19:00,6D,900 GREENMOUNT AVE,LARCENY FROM AUTO,,312,EASTERN,Penn-Fallsway,39.30019,-76.6069
2/21/16,21:22:00,4E,1700 N BOND ST,COMMON ASSAULT,HANDS,343,EASTERN,Oliver,39.30979,-76.59688
2/21/16,21:30:00,6C,200 N GAY ST,LARCENY,,211,EASTERN,Jonestown,39.29317,-76.60812
2/21/16,22:00:00,7A,0 W 20TH ST,AUTO THEFT,,141,NORTHERN,Charles North,39.31218,-76.61703
2/21/16,22:00:00,4E,4200 PIMLICO RD,COMMON ASSAULT,HANDS,533,NORTHWESTERN,Greenspring,39.33817,-76.66318
2/21/16,22:30:00,3AF,2100 E NORTH AVE,ROBBERY - STREET,FIREARM,331,EASTERN,South Clifton Park,39.31245,-76.5886
2/21/16,22:30:00,7A,500 RANDOM RD,AUTO THEFT,,833,SOUTHWESTERN,Beechfield,39.27942,-76.70087
2/21/16,22:30:00,4E,3600 E FAYETTE ST,COMMON ASSAULT,HANDS,223,SOUTHEASTERN,Baltimore Highlands,39.29501,-76.5673
2/21/16,22:30:00,6D,1500 WADSWORTH WAY,LARCENY FROM AUTO,,415,NORTHEASTERN,Loch Raven,39.36321,-76.58281
2/21/16,22:40:00,4E,4100 MARX AVE,COMMON ASSAULT,HANDS,426,NORTHEASTERN,Waltherson,39.33441,-76.56114
2/21/16,22:48:00,3K,800 W LEXINGTON ST,ROBBERY - RESIDENCE,,712,WESTERN,Poppleton,39.29112,-76.63072
2/21/16,22:59:00,4E,200 S SPRING CT,COMMON ASSAULT,HANDS,211,SOUTHEASTERN,Perkins Homes,39.28861,-76.59814
2/21/16,23:00:00,5D,0 W NORTH AVE,BURGLARY,,141,CENTRAL,Charles North,39.31119,-76.61704
2/21/16,23:30:00,6G,2700 N CHARLES ST,LARCENY,,512,NORTHERN,Charles Village,39.32083,-76.61722
2/20/16,0:01:00,5A,1200 WILLIAM ST,BURGLARY,,942,SOUTHERN,Riverside,39.27427,-76.61021
2/20/16,1:20:00,6D,6000 BELAIR RD,LARCENY FROM AUTO,,445,NORTHEASTERN,Cedmont,39.34859,-76.5376
2/20/16,1:45:00,4E,1000 CATHEDRAL ST,COMMON ASSAULT,HANDS,141,CENTRAL,Mid-Town Belvedere,39.30136,-76.61769
2/20/16,2:30:00,4B,200 MASON CT,AGG. ASSAULT,KNIFE,211,SOUTHEASTERN,Perkins Homes,39.28789,-76.59583
2/20/16,2:30:00,4D,3100 PULASKI HWY,AGG. ASSAULT,HANDS,224,SOUTHEASTERN,Ellwood Park/Monument,39.29545,-76.57344
2/20/16,2:30:00,4E,200 MASON CT,COMMON ASSAULT,HANDS,211,SOUTHEASTERN,Perkins Homes,39.28789,-76.59583
2/20/16,3:00:00,3AF,500 W 28TH ST,ROBBERY - STREET,FIREARM,511,NORTHERN,Remington,39.32004,-76.62404
2/20/16,3:00:00,5A,1900 GREENHAVEN DR,BURGLARY,,533,NORTHERN,Mount Washington,39.35922,-76.65456
2/20/16,6:14:00,5D,2400 PENNSYLVANIA AVE,BURGLARY,,733,WESTERN,Penn North,39.30956,-76.64194
2/20/16,6:30:00,7A,1000 COMET ST,AUTO THEFT,,211,SOUTHEASTERN,Pleasant View Gardens,39.29261,-76.60309
2/20/16,8:00:00,7A,900 N STRICKER ST,AUTO THEFT,,743,WESTERN,Sandtown-Winchester,39.29926,-76.64152
2/20/16,8:00:00,6J,BALTIMORE ST & N HIGHLAND AV,LARCENY,,222,SOUTHEASTERN,Baltimore Highlands,39.29248,-76.56941
2/20/16,8:02:00,6D,0 N CURLEY ST,LARCENY FROM AUTO,,224,SOUTHEASTERN,Ellwood Park/Monument,39.29813,-76.57589
2/20/16,9:30:00,6J,1700 MONTPELIER ST,LARCENY,,411,NORTHEASTERN,Coldstream Homestead Montebello,39.31929,-76.59433
2/20/16,9:30:00,4E,400 FONTHILL AVE,COMMON ASSAULT,HANDS,832,SOUTHWESTERN,Gwynns Falls,39.27871,-76.66349
2/20/16,9:30:00,6G,3200 SAINT PAUL ST,LARCENY,,512,NORTHERN,Charles Village,39.3271,-76.61584
2/20/16,10:00:00,4E,4100 HYDEN CT,COMMON ASSAULT,HANDS,913,SOUTHERN,Brooklyn,39.22868,-76.59766
2/20/16,10:59:00,5A,1700 N BOND ST,BURGLARY,,343,EASTERN,Oliver,39.30988,-76.59695
2/20/16,11:00:00,6G,2100 E MONUMENT ST,LARCENY,,321,EASTERN,CARE,39.29861,-76.58776
2/20/16,11:40:00,6C,800 ALICEANNA ST,LARCENY,,211,SOUTHEASTERN,Inner Harbor,39.28324,-76.60085
2/20/16,12:00:00,5C,600 WASHBURN AVE,BURGLARY,,913,SOUTHERN,Brooklyn,39.23405,-76.6027
2/20/16,12:00:00,4E,LOMBARD ST & S HIGHLAND AV,COMMON ASSAULT,HANDS,222,SOUTHEASTERN,Baltimore Highlands,39.29133,-76.56934
2/20/16,12:00:00,6D,400 BONSAL ST,LARCENY FROM AUTO,,241,SOUTHEASTERN,Bayview,39.2883,-76.54572
2/20/16,12:05:00,4A,700 MELLO CT,AGG. ASSAULT,FIREARM,313,EASTERN,Gay Street,39.29857,-76.59818
2/20/16,12:22:00,4E,3400 PARK HEIGHTS AVE,COMMON ASSAULT,HANDS,612,NORTHWESTERN,Park Circle,39.32765,-76.6575
2/20/16,12:30:00,6J,700 DRUID PARK LAKE DR,LARCENY,,133,CENTRAL,Reservoir Hill,39.31665,-76.63162
2/20/16,12:30:00,4E,5100 PARK HEIGHTS AVE,COMMON ASSAULT,HANDS,614,NORTHWESTERN,Central Park Heights,39.34843,-76.67491
2/20/16,13:00:00,5A,400 N LINWOOD AVE,BURGLARY,,221,SOUTHEASTERN,McElderry Park,39.29604,-76.57647
2/20/16,13:20:00,4C,300 MCMECHEN ST,AGG. ASSAULT,OTHER,132,CENTRAL,Bolton Hill,39.30691,-76.62794
2/20/16,1338,1F,2300 W LAFAYETTE AV,HOMICIDE,FIREARM,723,WESTERN,Bridgeview/Greenlawn,39.29855,-76.65368
2/20/16,1338,1F,2300 W LAFAYETTE AV,HOMICIDE,FIREARM,723,WESTERN,Bridgeview/Greenlawn,39.29855,-76.65368
2/20/16,14:00:00,7A,2400 GREENMOUNT AVE,AUTO THEFT,,342,EASTERN,East Baltimore Midway,39.31738,-76.60942
2/20/16,14:00:00,5A,1700 E 25TH ST,BURGLARY,,342,EASTERN,Darley Park,39.31571,-76.59244
2/20/16,14:00:00,6D,6500 FRANKFORD AVE,LARCENY FROM AUTO,,441,NORTHEASTERN,Pulaski Industrial Area,39.31385,-76.54065
2/20/16,14:24:00,4E,2700 N LONGWOOD ST,COMMON ASSAULT,HANDS,641,NORTHWESTERN,Hanlon-Longwood,39.31838,-76.6692
2/20/16,14:30:00,6C,1000 W 41ST ST,LARCENY,,541,NORTHERN,Hoes Heights,39.33756,-76.63474
2/20/16,14:55:00,7A,700 E EAGER ST,AUTO THEFT,,311,EASTERN,Johnston Square,39.30139,-76.60704
2/20/16,14:59:00,6C,4500 EDMONDSON AVE,LARCENY,,822,SOUTHWESTERN,Rognel Heights,39.29349,-76.69287
2/20/16,15:00:00,5A,2300 WASHINGTON BLVD,BURGLARY,,831,SOUTHWESTERN,Morrell Park,39.26872,-76.65009
2/20/16,15:00:00,5A,4000 MAINE AVE,BURGLARY,,621,NORTHWESTERN,Central Forest Park,39.32716,-76.68633
2/20/16,15:10:00,4A,1500 HAVENWOOD RD,AGG. ASSAULT,FIREARM,412,NORTHEASTERN,Hillen,39.34064,-76.59308
2/20/16,16:00:00,6E,3700 GWYNN OAK AVE,LARCENY,,622,NORTHWESTERN,Howard Park,39.3334,-76.69475
2/20/16,16:00:00,6D,300 W LANVALE ST,LARCENY FROM AUTO,,132,CENTRAL,Bolton Hill,39.30435,-76.62536
2/20/16,16:00:00,6D,400 FALLSWAY,LARCENY FROM AUTO,,111,CENTRAL,Penn-Fallsway,39.29281,-76.60859
2/20/16,16:12:00,6C,200 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,39.28659,-76.61204
2/20/16,16:45:00,6C,5900 BELAIR RD,LARCENY,,425,NORTHEASTERN,Glenham-Belhar,39.34725,-76.53921
2/20/16,17:00:00,7A,1700 PENNSYLVANIA AVE,AUTO THEFT,,123,CENTRAL,Upton,39.304,-76.63527
2/20/16,17:00:00,7A,1400 PENNSYLVANIA AVE,AUTO THEFT,,123,CENTRAL,Upton,39.30137,-76.63201
2/20/16,17:00:00,7A,6500 FALKIRK RD,AUTO THEFT,,,,,39.37266,-76.58482
2/20/16,17:00:00,6D,HOWARD ST & W MULBERRY ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,39.29395,-76.61973
2/20/16,17:03:00,3CF,1200 MOSHER ST,ROBBERY - COMMERCIAL,FIREARM,743,WESTERN,Sandtown-Winchester,39.30019,-76.63757
2/20/16,17:05:00,6C,3700 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,39.2771,-76.56538
2/20/16,17:15:00,5A,3600 CROSSLAND AVE,BURGLARY,,432,NORTHEASTERN,Belair-Edison,39.32772,-76.57599
2/20/16,17:20:00,4B,500 E 33RD ST,AGG. ASSAULT,KNIFE,543,NORTHERN,Waverly,39.32852,-76.60929
2/20/16,17:30:00,4E,200 N GAY ST,COMMON ASSAULT,HANDS,211,EASTERN,Jonestown,39.29284,-76.60843
2/20/16,18:00:00,6D,2900 VIRGINIA AVE,LARCENY FROM AUTO,,532,NORTHERN,Cylburn,39.34501,-76.66447
2/20/16,18:07:00,5C,400 E 22ND ST,BURGLARY,,341,EASTERN,Barclay,39.31452,-76.6104
2/20/16,18:30:00,6C,1100 LIGHT ST,LARCENY,,942,SOUTHERN,Riverside,39.27634,-76.61222
2/20/16,18:30:00,4E,2200 WHEATLEY DR,COMMON ASSAULT,HANDS,821,SOUTHWESTERN,Wakefield,39.31407,-76.69821
2/20/16,18:30:00,7A,5700 CEDONIA AVE,AUTO THEFT,,444,NORTHEASTERN,Frankford,39.33841,-76.53247
2/20/16,18:57:00,6E,2500 E FEDERAL ST,LARCENY,,332,EASTERN,Berea,39.309,-76.58253
2/20/16,19:00:00,6D,400 S LEHIGH ST,LARCENY FROM AUTO,,242,SOUTHEASTERN,Greektown,39.28761,-76.55812
2/20/16,19:20:00,7A,500 REEDBIRD AVE,AUTO THEFT,,922,SOUTHERN,Cherry Hill,39.24794,-76.61709
2/20/16,19:30:00,5D,2200 E MONUMENT ST,BURGLARY,,321,EASTERN,CARE,39.29867,-76.58574
2/20/16,19:30:00,6C,1500 RUSSELL ST,LARCENY,,941,SOUTHERN,Carroll - Camden Industrial Area,39.27415,-76.62791
2/20/16,19:30:00,6D,600 S LEHIGH ST,LARCENY FROM AUTO,,242,SOUTHEASTERN,Greektown,39.28552,-76.55792
2/20/16,20:00:00,7A,3000 ROSALIND AVE,AUTO THEFT,,532,NORTHERN,Cylburn,39.34584,-76.66664
2/20/16,20:30:00,5A,600 BRIDGEVIEW RD,BURGLARY,,922,SOUTHERN,Cherry Hill,39.24953,-76.62187
2/20/16,20:31:00,7A,900 E LOMBARD ST,AUTO THEFT,,211,SOUTHEASTERN,Jonestown,39.28891,-76.60303
2/20/16,21:00:00,7A,2500 E BALTIMORE ST,AUTO THEFT,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29203,-76.58177
2/20/16,21:00:00,5A,5500 PEERLESS AVE,BURGLARY,,623,NORTHWESTERN,Grove Park,39.33604,-76.70355
2/20/16,21:00:00,5A,400 N COLLINGTON AVE,BURGLARY,,321,EASTERN,CARE,39.29591,-76.58652
2/20/16,21:08:00,3AJO,1000 N MOUNT ST,ROBBERY - CARJACKING,OTHER,743,WESTERN,Sandtown-Winchester,39.30035,-76.64448
2/20/16,21:10:00,4D,1500 W BALTIMORE ST,AGG. ASSAULT,HANDS,711,WESTERN,Franklin Square,39.28844,-76.64135
2/20/16,21:45:00,7A,3700 GREENMOUNT AVE,AUTO THEFT,,543,NORTHERN,Waverly,39.3343,-76.60945
2/20/16,22:00:00,7A,3000 KENYON AVE,AUTO THEFT,,432,NORTHEASTERN,Belair-Edison,39.32475,-76.56836
2/20/16,22:00:00,3CF,1800 RUSSELL ST,ROBBERY - COMMERCIAL,FIREARM,941,SOUTHERN,Carroll - Camden Industrial Area,39.27236,-76.63019
2/20/16,22:06:00,4B,BROADWAY & GOUGH ST,AGG. ASSAULT,KNIFE,213,SOUTHEASTERN,Fells Point,39.28761,-76.59367
2/20/16,22:30:00,5A,300 E FEDERAL ST,BURGLARY,,311,EASTERN,Greenmount West,39.3079,-76.61126
2/20/16,22:45:00,4A,1400 E OLIVER ST,AGG. ASSAULT,FIREARM,343,EASTERN,Oliver,39.30732,-76.5994
2/20/16,23:00:00,6D,4600 CROSSWOOD AVE,LARCENY FROM AUTO,,426,NORTHEASTERN,Moravia-Walther,39.33955,-76.56538
2/20/16,23:00:00,4E,1800 W PRATT ST,COMMON ASSAULT,HANDS,934,SOUTHERN,Carrollton Ridge,39.28517,-76.64616
2/20/16,23:30:00,4F,2200 PENROSE AVE,ASSAULT BY THREAT,,714,WESTERN,Penrose/Fayette Street Outreach,39.29114,-76.65222
2/20/16,23:44:00,3AK,200 GRUNDY ST,ROBBERY - STREET,KNIFE,231,SOUTHEASTERN,Highlandtown,39.29009,-76.5636
2/20/16,23:44:00,3AK,200 GRUNDY ST,ROBBERY - STREET,KNIFE,231,SOUTHEASTERN,Highlandtown,39.29009,-76.5636
2/20/16,23:55:00,4C,1000 CATHEDRAL ST,AGG. ASSAULT,OTHER,141,CENTRAL,Mid-Town Belvedere,39.30136,-76.61769
2/19/16,16:34:00,4C,1900 BELAIR RD,AGG. ASSAULT,OTHER,434,NORTHEASTERN,Four By Four,39.31511,-76.58109
2/19/16,16:59:00,4A,3900 W COLD SPRING LN,AGG. ASSAULT,FIREARM,642,NORTHWESTERN,Dolfield,39.33516,-76.68226
2/19/16,1659,9S,3900 W COLD SPRING LA,SHOOTING,FIREARM,642,NORTHWESTERN,Dolfield,39.33516,-76.68226
2/19/16,17:00:00,6E,5700 YORK RD,LARCENY,,523,NORTHERN,Rosebank,39.35929,-76.60996
2/19/16,17:12:00,6C,2400 LIBERTY HEIGHTS AVE,LARCENY,,731,WESTERN,Mondawmin,39.31868,-76.65399
2/19/16,17:21:48,2A,5500 FRANKFORD AVE,RAPE,OTHER,444,NORTHEASTERN,Frankford,39.32289,-76.54061
2/19/16,17:36:00,4E,300 N GAY ST,COMMON ASSAULT,HANDS,211,EASTERN,Jonestown,39.29357,-76.60756
2/19/16,17:54:00,3B,2500 BOARMAN AVE,ROBBERY - STREET,,533,NORTHERN,Greenspring,39.3398,-76.664
2/19/16,18:00:00,6D,0 S LINWOOD AVE,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.2917,-76.57611
2/19/16,18:18:00,3AF,2400 W GARRISON AVE,ROBBERY - STREET,FIREARM,532,NORTHERN,Cylburn,39.34996,-76.66039
2/19/16,18:30:00,5A,1800 N CHESTER ST,BURGLARY,,331,EASTERN,Broadway East,39.31148,-76.5886
2/19/16,19:00:00,6D,3700 S HANOVER ST,LARCENY FROM AUTO,,913,SOUTHERN,Brooklyn,39.23736,-76.61017
2/19/16,19:00:00,5A,5500 FERNPARK AVE,BURGLARY,,622,NORTHWESTERN,Howard Park,39.33181,-76.70828
2/19/16,0:00:00,7A,PY & EDMONDSON AV,AUTO THEFT,,844,SOUTHWESTERN,Edmondson Village,39.29378,-76.68402
2/19/16,0:12:00,4E,100 E 20TH ST,COMMON ASSAULT,HANDS,514,NORTHERN,Barclay,39.31233,-76.61436
2/19/16,0:30:00,4E,500 N STRICKER ST,COMMON ASSAULT,HANDS,713,WESTERN,Harlem Park,39.29447,-76.64125
2/19/16,0:30:00,6G,0 MARKET PL,LARCENY,,111,CENTRAL,Downtown,39.28957,-76.60671
2/19/16,0:30:00,6D,0 MARKET PL,LARCENY FROM AUTO,,111,CENTRAL,Downtown,39.28957,-76.60671
2/19/16,0:43:00,4E,900 E PRESTON ST,COMMON ASSAULT,HANDS,311,EASTERN,Johnston Square,39.30491,-76.60505
2/19/16,0:43:00,4D,900 E PRESTON ST,AGG. ASSAULT,HANDS,311,EASTERN,Johnston Square,39.30491,-76.60505
